,Kode Daerah,Daerah,Belanja Pegawai,Penduduk,Luas Daratan,Luas Lautan,Total Luas Wilayah,IKK,IPM,PDRB per kapita,PAD,DBH Pajak,DBH SDA,Alokasi DAU
0,0100,Provinsi Aceh,1391678744400.00,5288885.00,57956.00,43631.30,101587.30,96.38,71.90,28282426.84,2698912471144.15,117835238664.00,40768354210.00,2010367360000.00
1,0101,Kab. Aceh Barat,300815339752.00,196541.00,2927.95,363.51,3291.46,89.63,71.22,36228813.31,153799291478.27,11507133037.00,28874320041.00,561819533000.00
2,0102,Kab. Aceh Besar,406805218958.00,395653.00,2969.00,1649.64,4618.64,95.17,73.55,31542507.88,169896999689.45,11503195793.00,5071295244.00,771619306000.00
3,0103,Kab. Aceh Selatan,352509022432.00,237548.00,3841.60,1284.21,5125.81,98.07,66.90,21949365.30,139976611272.05,8834668344.00,4820019490.00,615381713000.00
4,0104,Kab. Aceh Singkil,191943585636.00,127373.00,2185.00,2709.27,4894.27,99.72,68.91,17854030.13,45264588433.92,12797988843.00,4357286118.00,419635768000.00
5,0105,Kab. Aceh Tengah,328619506110.00,215468.00,4318.39,0,4318.39,104.99,73.14,33886258.79,170961167591.14,8584646585.00,6682849323.00,584064494000.00
6,0106,Kab. Aceh Tenggara,302475044266.00,226868.00,4231.43,0,4231.43,100.77,69.36,21363913.44,117628924350.95,7159061561.00,4337724054.00,557213845000.00
7,0107,Kab. Aceh Timur,470956350182.00,424906.00,6286.01,839.01,7125.02,95.43,67.39,22568623.99,185148022039.99,29719856755.00,17989749571.00,784643932000.00
8,0108,Kab. Aceh Utara,607080944688.00,588610.00,3236.86,383.67,3620.53,98.80,69.22,24801918.42,279567720149.97,70749295471.00,52413739122.00,911862322000.00
9,0109,Kab. Bireuen,493585182602.00,441671.00,1901.20,493.80,2395.00,96.68,72.27,28363680.28,156528834490.69,10345673496.00,4314753455.00,827762183000.00
10,0110,Kab. Pidie                                        ,492050875858.00,443669.00,3086.95,436.11,3523.06,92.96,70.41,22591506.96,243230774790.47,9282879327.00,5160756570.00,850490420000.00
11,0111,Kab. Simeulue,186398848514.00,94006.00,2051.48,3568.54,5620.02,109.99,65.70,22990539.66,79466327068.60,6771301547.00,4318468159.00,432894090000.00
12,0112,Kota Banda Aceh,261139225298.00,247048.00,61.36,86.84,148.20,100.26,85.07,74315082.89,235123074164.05,31653108090.00,4309572917.00,557079909000.00
13,0113,Kota Sabang,138928111764.00,42314.00,153.00,791.21,944.21,111.13,75.77,35304284.94,59329692603.26,6590932650.00,4382593343.00,343123774000.00
14,0114,Kota Langsa,223146640616.00,187950.00,262.41,85.12,347.53,93.37,77.16,25699158.87,115244246710.49,10808147108.00,4310253533.00,421002694000.00
15,0115,Kota Lhokseumawe,201541182074.00,190074.00,181.06,141.73,322.79,101.61,77.30,38142100.45,61442558519.86,38855682193.00,4311556338.00,432477774000.00
16,0116,Kab. Gayo Lues,182407001620.00,101340.00,5719.58,0,5719.58,100.59,66.87,23017571.66,51415803751.47,7186270673.00,6253949591.00,433649541000.00
17,0117,Kab. Aceh Barat Daya,199527417318.00,152699.00,1490.60,330.29,1820.89,90.96,66.56,24410091.15,90348940272.37,7591437087.00,4408409131.00,424470065000.00
18,0118,Kab. Aceh Jaya,168755787042.00,92474.00,3812.99,1041.40,4854.39,92.88,69.74,26463410.75,72776854246.39,7982248715.00,4344740456.00,405647701000.00
19,0119,Kab. Nagan Raya,222825949774.00,172061.00,3363.72,528.17,3891.89,87.14,69.11,38156958.94,87625375251.38,12354442938.00,5471268111.00,492894146000.00
20,0120,Kab. Aceh Tamiang,283050039316.00,298619.00,1956.72,352.05,2308.77,91.89,69.23,20752696.71,128905940324.92,91067332707.00,12888943124.00,504489012000.00
21,0121,Kab. Bener Meriah,201239349522.00,161110.00,1454.09,0,1454.09,91.68,72.97,26747254.20,86415549452.45,6858030635.00,4357896362.00,431518927000.00
22,0122,Kab. Pidie Jaya,201957655568.00,161912.00,1073.60,203.72,1277.32,92.08,72.87,20545866.89,68830728478.21,6524289862.00,4313343827.00,417678904000.00
23,0123,Kota Subulussalam,118815558798.00,88971.00,1391.00,0,1391.00,85.82,64.46,16824608.42,51810001542.58,7956344044.00,4337090938.00,324247442000.00
24,0200,Provinsi Sumatera Utara,1707744017006.00,15032170.00,72981.23,42750.47,115731.70,99.84,71.74,42886777.89,5761270412051.31,316805783027.00,49548901358.00,2545202693000.00
25,0201,Kab. Asahan,405232253356.00,789056.00,3702.21,422.96,4125.17,92.13,69.92,36704009.58,149647050441.83,49752268950.00,3493155458.00,845782109000.00
26,0202,Kab. Dairi,291955417578.00,316892.00,1927.80,0,1927.80,101.99,71.42,28997746.46,74360339717.75,10268362785.00,4387439076.00,575549527000.00
27,0203,Kab. Deli Serdang,806407849840.00,1878399.00,2241.68,299.26,2540.94,96.45,75.43,40682510.44,825375281296.75,51723141418.00,3991671509.00,1399718855000.00
28,0204,Kab. Karo,355984734942.00,408814.00,2127.00,0,2127.00,101.54,74.25,48709394.32,117683657832.91,10219085484.00,3926153624.00,701606434000.00
29,0205,Kab. Labuhanbatu,322340278650.00,504876.00,2156.02,321.00,2477.02,104.83,71.94,43242515.06,175335685316.71,38140218531.00,3520878486.00,659351692000.00
30,0206,Kab. Langkat,639268160426.00,1049428.00,6262.00,573.48,6835.48,97.66,70.76,30393838.12,167523076879.63,145472595396.00,8624283845.00,1117780638000.00
31,0207,Kab. Mandailing Natal,396778856526.00,488786.00,6134.00,1277.88,7411.88,100.05,66.52,24520164.47,98758815327.80,19303919526.00,7196092164.00,766908677000.00
32,0208,Kab. Nias,158056079946.00,154694.00,1842.51,664.64,2507.15,106.76,61.65,22544903.12,107639139179.52,7252128989.00,3649810286.00,426273979000.00
33,0209,Kab. Simalungun,631120032520.00,1037545.00,4369.00,0,4369.00,97.93,72.98,32359676.25,191940130095.11,42084416555.00,3450067148.00,1157869531000.00
34,0210,Kab. Tapanuli Selatan,296702017838.00,312426.00,6030.47,109.83,6140.30,102.53,69.75,35033119.80,167458157940.03,42932018288.00,103873823787.00,615254051000.00
35,0211,Kab. Tapanuli Tengah,308138981698.00,364905.00,2188.00,2084.86,4272.86,99.56,68.86,24272271.88,88441123323.37,12123930068.00,4389798168.00,623187906000.00
36,0212,Kab. Tapanuli Utara,323437572510.00,318619.00,3791.64,0,3791.64,101.84,73.33,24311953.23,113990759581.50,18522387524.00,4433384928.00,617410172000.00
37,0213,Kab. Toba Samosir,250437528614.00,213007.00,2328.89,0,2328.89,102.63,74.92,32270739.31,68046526605.06,10727630908.00,4024305922.00,527775092000.00
38,0214,Kota Binjai,286711409970.00,290075.00,59.19,0,59.19,89.67,75.89,35144410.88,108954526370.00,13561288399.00,3653384508.00,550250084000.00
39,0215,Kota Medan,884245046896.00,2520416.00,265.00,25.74,290.74,96.87,80.97,82591333.96,1829665882248.31,145923138837.00,3656533915.00,1576566420000.00
40,0216,Kota Pematang Siantar,277183000090.00,272749.00,55.66,0,55.66,86.51,78.57,40247542.96,125018502647.54,12732449659.00,3653384508.00,575194109000.00
41,0217,Kota Sibolga,144347763430.00,93419.00,41.31,18.89,60.20,105.07,73.41,57124380.05,69312217832.16,9256133679.00,3653384508.00,397258578000.00
42,0218,Kota Tanjung Balai,168010829226.00,177637.00,107.83,0,107.83,96.33,68.51,40341807.97,63721315844.82,15193435720.00,3653384508.00,416591491000.00
43,0219,Kota Tebing Tinggi,170418988856.00,174987.00,31.00,0,31.00,96.25,75.08,29980055.30,105239918351.52,9121390165.00,3653384508.00,399645141000.00
44,0220,Kota Padang Sidempuan,236315099160.00,227819.00,114.66,0,114.66,97.03,75.06,26854228.99,87432283185.14,10556199803.00,4158330373.00,483580247000.00
45,0221,Kab. Pakpak Bharat,121803182286.00,54465.00,1218.30,0,1218.30,101.95,67.47,21791452.57,33915957645.18,8178485314.00,3772511582.00,329109170000.00
46,0222,Kab. Nias Selatan,227202035684.00,366854.00,1825.20,5035.51,6860.71,114.81,61.59,17702552.07,25664883761.35,9528756134.00,3972167903.00,637989763000.00
47,0223,Kab. Humbang Hasundutan,247118052060.00,201083.00,2335.33,0,2335.33,103.44,68.83,29065042.88,73757931630.04,8561910538.00,4075143898.00,497770762000.00
48,0224,Kab. Serdang Bedagai,363897394078.00,662526.00,1900.22,613.83,2514.05,92.22,70.21,34032547.29,143144170557.19,35275125653.00,3653384508.00,741896149000.00
49,0225,Kab. Samosir,187534923228.00,140317.00,2069.05,0,2069.05,100.35,70.55,31409388.43,60497449963.09,8204992736.00,3772792971.00,427830255000.00
50,0226,Kab. Batu Bara,250130748008.00,376764.00,922.20,755.21,1677.41,95.50,68.35,49332105.76,129221846896.99,23033600269.00,3653384508.00,573892742000.00
51,0227,Kab. Padang Lawas,210444840264.00,262846.00,3892.74,0,3892.74,97.36,68.16,35795665.82,52067312090.78,17752495003.00,6300972193.00,506486046000.00
52,0228,Kab. Padang Lawas Utara,233343394416.00,269170.00,3918.05,0,3918.05,96.91,69.29,34735840.58,42929111657.99,17450236480.00,3905484651.00,530916406000.00
53,0229,Kab. Labuhanbatu Selatan,175259004740.00,324274.00,3596.00,0,3596.00,102.65,71.39,47074015.91,75687647545.04,53712798394.00,5973085282.00,488398593000.00
54,0230,Kab. Labuhanbatu Utara,238725342072.00,395112.00,3570.98,134.04,3705.02,103.91,71.43,43408873.60,70122562532.08,33294399485.00,3811211133.00,570739426000.00
55,0231,Kab. Nias Utara,136352337264.00,151553.00,1202.78,1629.09,2831.87,106.38,61.98,21849280.19,57961363629.78,7756830185.00,3653384508.00,401228290000.00
56,0232,Kab. Nias Barat,102183252570.00,96247.00,473.73,705.25,1178.98,108.66,61.14,18314596.52,18411235998.10,7281896914.00,3653384508.00,340435104000.00
57,0233,Kota Gunungsitoli                                 ,159138356242.00,136410.00,280.78,130.85,411.63,101.98,69.30,39471511.28,32209121388.86,9713272218.00,3653384508.00,412635036000.00
58,0300,Provinsi Sumatera Barat,1264913812886.00,5568881.00,42012.89,34097.87,76110.76,92.96,72.39,38826543.76,2328432873686.19,75911840959.00,10474929234.00,1949470283000.00
59,0301,Kab. Limapuluh Kota,388033636592.00,384462.00,3571.14,0,3571.14,93.08,69.67,34995046.92,85168153332.25,8513010333.00,2138255015.00,709388713000.00
60,0302,Kab. Agam  ,420903933020.00,532123.00,1804.30,320.80,2125.10,87.65,72.37,33532343.44,123658588901.53,11368983365.00,1933127827.00,770168377000.00
61,0303,Kab. Kepulauan Mentawai,142662355274.00,89111.00,6011.35,7399.16,13410.51,117.09,61.26,50566867.27,40203645065.98,10578749899.00,3324682816.00,567152366000.00
62,0304,Kab. Padang Pariaman    ,404052246062.00,432949.00,1332.51,395.37,1727.88,89.97,70.59,41749570.43,101607521617.01,7325532177.00,1824174086.00,729862287000.00
63,0305,Kab. Pasaman    ,280732825400.00,311602.00,3947.63,0,3947.63,89.01,66.46,26259714.07,98595691294.01,7480473508.00,1967107657.00,569917922000.00
64,0306,Kab. Pesisir Selatan,433286570940.00,513254.00,5749.89,2556.25,8306.14,93.00,70.08,24778544.53,134804594146.43,15991885264.00,3412570427.00,802984691000.00
65,0307,Kab. Sijunjung                                    ,234977599428.00,239752.00,3130.40,0,3130.40,90.78,67.66,31979007.29,83906454917.50,9004405081.00,4200421184.00,518814633000.00
66,0308,Kab. Solok,354196121280.00,389416.00,3738.00,0,3738.00,97.19,69.08,31637173.39,74595911758.82,8214423538.00,2359514274.00,676154865000.00
67,0309,Kab. Tanah Datar,362328787722.00,374025.00,1336.10,0,1336.10,91.75,72.14,30265009.37,129785828001.89,7750985679.00,1828518413.00,658257163000.00
68,0310,Kota Bukit Tinggi,163729832588.00,124297.00,25.24,0,25.24,94.65,80.71,67462153.04,111896596611.05,8020971241.00,1824173950.00,435274988000.00
69,0311,Kota Padang Panjang,122850436610.00,58367.00,23.00,0,23.00,94.53,78.00,55063858.75,77323150456.49,6324278386.00,1824173950.00,357910679000.00
70,0312,Kota Padang,574880266290.00,910293.00,693.66,1055.29,1748.95,86.82,82.68,58552349.40,546108570689.61,46463105384.00,1833939598.00,1079443056000.00
71,0313,Kota Payakumbuh,190205021874.00,139644.00,85.22,0,85.22,91.40,78.95,46608871.36,104070234422.00,7350547375.00,1824255192.00,427519801000.00
72,0314,Kota Sawahlunto,129382975460.00,67053.00,231.93,0,231.93,91.36,72.39,46311319.68,57170993865.09,7310305369.00,18512863599.00,352689253000.00
73,0315,Kota Solok,132945128030.00,74567.00,71.29,0,71.29,92.10,78.38,52051935.79,41651875802.05,7859581334.00,1824186055.00,381556605000.00
74,0316,Kota Pariaman,149301298892.00,94051.00,66.13,204.56,270.69,91.32,76.70,49027067.10,36665174233.13,7938925867.00,1824173950.00,395431952000.00
75,0317,Kab. Pasaman Barat,292176738524.00,435059.00,3887.77,822.44,4710.21,89.91,68.21,30305703.21,104071607688.23,22227376918.00,2105297522.00,616168178000.00
76,0318,Kab. Dharmasraya,218270133430.00,216202.00,2961.13,0,2961.13,93.84,71.52,42467423.88,78882919152.49,18674217775.00,2699008284.00,488046996000.00
77,0319,Kab. Solok Selatan,201782349552.00,182654.00,3346.20,0,3346.20,94.18,68.94,26549218.16,67842785844.03,16283900568.00,2722718574.00,451638869000.00
78,0400,Provinsi Riau,980356417254.00,6220680.00,87023.66,18892.69,105916.35,95.72,73.00,62598034.63,3558210585339.97,808855721882.00,867246017196.00,1503538311000.00
79,0401,Kab. Bengkalis,428696275304.00,560095.00,6975.41,2252.80,9228.21,99.17,73.44,56224255.57,226245884732.22,1524185937000.00,1145618867159.00,347930340000.00
80,0402,Kab. Indragiri Hilir,445422421432.00,632361.00,12614.78,1815.47,14430.25,92.74,66.84,75554980.74,153746222014.66,44921045984.00,190010802524.00,914440826000.00
81,0403,Kab. Indragiri Hulu,336595548390.00,431515.00,7723.80,0,7723.80,96.38,70.05,61374892.86,118978915053.47,80548580935.00,231707594036.00,650613946000.00
82,0404,Kab. Kampar,560483813496.00,762803.00,10983.47,0,10983.47,89.43,73.15,45456822.29,262882861942.62,225925312533.00,530324452815.00,791847753000.00
83,0405,Kab. Kuantan Singingi,331614980784.00,334142.00,5259.36,0,5259.36,93.13,70.78,65153661.09,78575317037.02,28000451860.00,163955372349.00,619107221000.00
84,0406,Kab. Pelalawan,286980031970.00,372701.00,12758.45,711.16,13469.61,95.32,71.85,62904465.53,155693478613.31,114857204500.00,274937508176.00,614727047000.00
85,0407,Kab. Rokan Hilir,352212287984.00,642407.00,8881.59,1389.12,10270.71,100.06,69.40,46701444.07,116551567672.15,247080875643.00,721434958568.00,507585261000.00
86,0408,Kab. Rokan Hulu,345673726556.00,559399.00,7588.13,0,7588.13,92.55,69.93,42079845.37,160217013093.09,63975145858.00,234372297017.00,663163214000.00
87,0409,Kab. Siak,340497936310.00,432584.00,8275.18,254.59,8529.77,94.33,74.07,60673661.09,264366914897.60,467350455809.00,594543540556.00,378654237000.00
88,0410,Kota Dumai,246443626642.00,306573.00,1623.38,502.07,2125.45,100.35,74.64,50442149.34,291620030783.75,57665403597.00,158501759789.00,443636431000.00
89,0411,Kota Pekanbaru,476960950070.00,976118.00,632.27,0,632.27,90.67,81.35,100776827.15,710129196650.75,76044553624.00,157047933325.00,826619573000.00
90,0412,Kab. Kepulauan Meranti,178762145842.00,209982.00,3707.84,1725.00,5432.84,105.80,65.93,50210605.66,79075541783.96,55861976730.00,229042680690.00,419803236000.00
91,0500,Provinsi Jambi,711908851746.00,3497833.00,50058.16,3888.22,53946.38,90.35,71.26,44526544.95,1651089944335.33,150227794797.00,238710499500.00,1327397167000.00
92,0501,Kab. Batang Hari,293938531284.00,306352.00,5804.00,0,5804.00,87.12,69.67,42622291.66,91567449214.50,81996377116.00,94295852477.00,578344367000.00
93,0502,Kab. Bungo     ,308596082186.00,344767.00,4659.00,0,4659.00,86.95,69.86,41996138.11,140327484503.26,23239658171.00,83036858247.00,608905893000.00
94,0503,Kab. Kerinci,304438559408.00,243098.00,3355.27,0,3355.27,90.16,70.95,40147740.62,85903587127.65,8406914096.00,48068038031.00,576227015000.00
95,0504,Kab. Merangin,353096540124.00,352047.00,7679.00,0,7679.00,89.23,69.07,40734139.03,106160970249.67,13328620277.00,51329211184.00,680525643000.00
96,0505,Kab. Muaro Jambi,349306681060.00,371375.00,5326.00,0,5326.00,88.34,69.01,49662882.17,93794601240.03,84775702905.00,79018149776.00,639992420000.00
97,0506,Kab. Sarolangun,263630191992.00,280062.00,6184.00,0,6184.00,89.37,69.72,37753601.49,94621365980.58,49223365959.00,113024991033.00,546671956000.00
98,0507,Kab. Tanjung Jabung Barat,244582330076.00,321066.00,4649.85,352.53,5002.38,103.19,67.54,60889045.36,120220481667.74,117601645321.00,489530883111.00,495245924000.00
99,0508,Kab. Tanjung Jabung Timur,234396508810.00,228850.00,5445.00,1137.73,6582.73,100.70,63.92,46454226.43,53919302033.20,63242984321.00,145414594119.00,531799472000.00
100,0509,Kab. Tebo,238931721912.00,330030.00,6461.00,0,6461.00,83.58,69.02,39208187.94,83236373472.25,31614803465.00,59241326190.00,545876348000.00
101,0510,Kota Jambi,384399756310.00,618814.00,103.54,0,103.54,87.08,78.26,44171676.95,393429595383.99,64366569856.00,67743890842.00,697632020000.00
102,0511,Kota Sungai Penuh,168220945794.00,101372.00,391.50,0,391.50,89.96,75.36,73250119.41,34900741628.35,7686925409.00,48097365403.00,418470255000.00
103,0600,Provinsi Sumatera Selatan,965953513434.00,8342101.00,91592.43,8000.35,99592.78,92.69,70.02,33093606.90,3494510853251.62,763215483710.00,997496977679.00,1614757701000.00
104,0601,Kab. Lahat,397775856800.00,434971.00,5311.74,0,5311.74,88.97,67.62,23675889.71,141161144249.35,89094026910.00,521849769656.00,661747220000.00
105,0602,Kab. Musi Banyuasin,442637481098.00,595508.00,14266.26,0,14266.26,95.12,67.83,38857564.98,286594847515.54,718482021120.00,1699668905791.00,385089459000.00
106,0603,Kab. Musi Rawas,364152354724.00,405610.00,6350.10,0,6350.10,91.85,66.92,25581862.94,128563715132.68,215568822996.00,331680546829.00,606181929000.00
107,0604,Kab. Muara Enim,431530793780.00,582930.00,7383.90,0,7383.90,99.75,68.88,30275054.14,303296321151.66,525562676292.00,693892084095.00,626516555000.00
108,0605,Kab. Ogan Komering Ilir,493985244220.00,732586.00,18359.04,2189.22,20548.26,91.88,66.96,36089495.00,195401652977.59,56516862076.00,129966825433.00,998456096000.00
109,0606,Kab. Ogan Komering Ulu,352277275452.00,368358.00,4797.06,0,4797.06,89.99,69.45,26973149.22,145563548512.85,70547118485.00,194340161610.00,609604288000.00
110,0607,Kota Palembang ,740897824044.00,1641668.00,369.22,0,369.22,88.85,78.44,65840252.77,1081114690868.43,97619861575.00,124467887950.00,1247690325000.00
111,0608,Kota Prabumulih,224418871540.00,197246.00,251.94,0,251.94,95.36,74.40,31740340.56,100975564957.57,116429339643.00,191776300823.00,405351139000.00
112,0609,Kota Pagar Alam,182646068572.00,146561.00,633.66,0,633.66,97.68,68.44,18235043.58,60064187982.36,10535214600.00,124520462313.00,377775249000.00
113,0610,Kota Lubuk Linggau,243597458006.00,228237.00,401.50,0,401.50,86.04,74.81,26875511.60,100950256993.95,11076651149.00,124467887950.00,456420348000.00
114,0611,Kab. Banyuasin,475978207390.00,816934.00,11832.99,1565.97,13398.96,93.58,66.90,23998382.23,200616348310.39,69657720910.00,175396904108.00,902904834000.00
115,0612,Kab. Ogan Ilir,336778162126.00,416094.00,2666.09,0,2666.09,91.01,67.22,21690177.81,86150568157.79,66192402564.00,172232241006.00,598745241000.00
116,0613,Kab. OKU Timur,436014896332.00,645533.00,3370.00,0,3370.00,97.04,69.34,20637685.75,99017727658.01,23299978231.00,125028481808.00,767802353000.00
117,0614,Kab. OKU Selatan,305102436088.00,416797.00,5493.94,0,5493.94,90.56,65.43,19171831.60,57669139990.39,12412812051.00,141747306987.00,600019342000.00
118,0615,Kab. Empat Lawang,175015908316.00,334517.00,2256.44,0,2256.44,89.30,65.10,12694359.75,41672141481.16,11436125188.00,134535294513.00,410742504000.00
119,0616,Kab. Penukal Abab Lematang Ilir,94333334372.00,184340.00,1840.00,0,1840.00,98.95,64.33,21162431.62,84794229883.15,646914263781.00,191472506970.00,300703557000.00
120,0617,Kab. Musi Rawas Utara,117326313308.00,194211.00,6008.55,0,6008.55,91.18,64.32,25504733.69,37574950356.98,30734159080.00,221500326790.00,373995700000.00
121,0700,Provinsi Bengkulu,662915944150.00,2014369.00,19919.33,15066.49,34985.82,91.78,71.21,32692317.12,826674936049.87,29424951425.00,33866405286.00,1253924758000.00
122,0701,Kab. Bengkulu Selatan,287080016068.00,170028.00,1186.10,309.47,1495.57,88.18,70.27,31888058.61,80219973578.21,6460764205.00,8000029751.00,530906845000.00
123,0702,Kab. Bengkulu Utara,304629701288.00,288954.00,4324.60,1867.98,6192.58,92.43,68.80,23818229.84,71754871935.36,24162668472.00,38950070938.00,598933999000.00
124,0703,Kab. Rejang Lebong,298192449370.00,280976.00,1639.98,0,1639.98,91.30,70.10,31705264.91,76387626754.44,7458762796.00,8187072219.00,572101466000.00
125,0704,Kota Bengkulu,322650602886.00,371241.00,151.70,366.56,518.26,90.73,80.35,60665084.87,182798143645.88,15078794697.00,8017078057.00,656177855000.00
126,0705,Kab. Kaur,185636613842.00,131128.00,2369.05,608.73,2977.78,93.33,66.78,24867247.49,56458111323.26,6964366003.00,10432733875.00,421660115000.00
127,0706,Kab. Seluma,224604847756.00,213131.00,2400.44,510.00,2910.44,93.17,66.69,19166354.50,67231277665.72,8164264332.00,12803841909.00,483682041000.00
128,0707,Kab. Mukomuko,210158118052.00,183823.00,4036.70,715.43,4752.13,94.03,68.12,24058327.93,80762260921.51,14826365835.00,8015580702.00,467469744000.00
129,0708,Kab. Lebong,147625517096.00,107719.00,1921.82,0,1921.82,93.24,66.84,27891961.24,26217410222.96,8379430346.00,12243950182.00,382660060000.00
130,0709,Kab. Kepahiang,183565524500.00,152402.00,665.00,0,665.00,90.89,67.67,25716760.74,36278690193.33,6540166723.00,8265407276.00,408396965000.00
131,0710,Kab. Bengkulu Tengah,192981750044.00,114967.00,1223.94,92.41,1316.35,90.60,67.30,28160001.92,23036859909.48,11636205110.00,50570137558.00,413571049000.00
132,0800,Provinsi Lampung,1039740363750.00,9062766.00,34623.80,16358.16,50981.96,88.67,69.57,29734638.11,3018067291159.88,83991298941.00,51519091732.00,1783414286000.00
133,0801,Kab. Lampung Barat,240957249072.00,306890.00,2142.78,0,2142.78,98.16,67.50,21697225.87,65267416664.56,7682927623.00,5554200819.00,507981795000.00
134,0802,Kab. Lampung Selatan,498818330356.00,1048799.00,700.32,1931.58,2631.90,85.85,68.22,32120064.77,275464317224.17,21123627115.00,6377038252.00,979091229000.00
135,0803,Kab. Lampung Tengah,701185020386.00,1483856.00,3802.68,0,3802.68,83.45,70.04,34842388.71,193634175310.21,34529350775.00,5532792351.00,1274224100000.00
136,0804,Kab. Lampung Utara,511327597808.00,625025.00,2725.87,0,2725.87,84.83,67.63,32058610.39,122313928775.03,13746375773.00,5452219182.00,897379791000.00
137,0805,Kab. Lampung Timur,537917225840.00,1129045.00,5325.03,947.50,6272.53,83.18,69.34,25767249.27,147527535828.35,19823730062.00,25452101340.00,1029485339000.00
138,0806,Kab. Tanggamus,366412461744.00,650900.00,3020.64,1449.55,4470.19,89.20,66.37,20861060.25,76050778580.12,31596189458.00,19568233787.00,735266499000.00
139,0807,Kab. Tulang Bawang,261698474986.00,427004.00,3466.32,499.54,3965.86,94.02,68.23,41017394.45,82379613623.11,17926474254.00,5709300681.00,589759393000.00
140,0808,Kab. Way Kanan,318654357612.00,479199.00,3921.63,0,3921.63,91.08,67.19,21468984.64,62353560983.81,14149845685.00,6051697907.00,636375470000.00
141,0809,Kota Bandar Lampung,556425805414.00,1189297.00,296.00,49.11,345.11,84.26,77.33,37864947.89,627296544826.64,38336535277.00,5727399279.00,1035373952000.00
142,0810,Kota Metro,233354974276.00,171531.00,61.79,0,61.79,82.07,76.77,31146921.75,176199324166.39,9936486374.00,5448817319.00,441737749000.00
143,0811,Kab. Pesawaran,298059244148.00,474200.00,2243.51,739.51,2983.02,83.23,65.75,27500892.65,65693842719.43,9189928037.00,6441284510.00,632082371000.00
144,0812,Kab. Pringsewu,309062249892.00,406017.00,625.00,0,625.00,83.71,69.97,23594875.62,86313480515.97,7850440138.00,5450308286.00,588656426000.00
145,0813,Kab. Mesuji,131136627772.00,231064.00,2184.00,0,2184.00,96.09,63.52,33747718.63,45620663051.80,15651721430.00,6487805671.00,416681681000.00
146,0814,Kab. Tulang Bawang Barat,184849904490.00,278430.00,1201.00,0,1201.00,95.89,65.93,29147089.64,32410517401.12,10142524769.00,5448817319.00,450827307000.00
147,0815,Kab. Pesisir Barat,144346250238.00,161509.00,2907.23,1631.96,4539.19,97.85,63.79,26051525.66,29323369726.21,7579836319.00,5448215479.00,414730347000.00
148,0900,Provinsi DKI Jakarta,4044848365464.14,11100929.00,664.01,6069.97,6733.98,116.84,80.76,225906517.44,45707400003802.20,11907683111789.00,113203260047.00,0
149,1000,Provinsi Jawa Barat,2378460447966.00,46092205.00,35377.76,16556.50,51934.26,103.93,72.03,26616552.15,21244266598017.70,1042145173516.00,335583118499.00,3107449500000.00
150,1001,Kab. Bandung,1077640157514.00,3575982.00,1767.96,0,1767.96,108.09,72.41,15722834.71,1025354252357.57,141271311717.00,363598287468.00,2011680028000.00
151,1002,Kab. Bekasi,723755723002.00,2713622.00,1224.88,317.22,1542.10,112.65,73.99,26724892.66,2439368558406.00,295013101018.00,45208182346.00,1133188299000.00
152,1003,Kab. Bogor,1056533977392.00,4790247.00,2710.62,0,2710.62,119.08,70.65,22327977.99,3161165915498.00,150791172428.00,160283863738.00,1924846835000.00
153,1004,Kab. Ciamis,639379099558.00,1258075.00,1414.71,0,1414.71,97.29,70.39,23385932.98,264280368263.52,25963319269.00,24761374327.00,1135769046000.00
154,1005,Kab. Cianjur,764989381082.00,2301536.00,3840.16,508.86,4349.02,98.69,65.38,19002426.61,628558761863.81,41431780134.00,25094382938.00,1532487814000.00
155,1006,Kab. Cirebon,835375104060.00,2209870.00,984.52,470.40,1454.92,101.26,68.69,17697135.79,638421049236.19,46502099065.00,24561888390.00,1452822229000.00
156,1007,Kab. Garut,989642629106.00,2312764.00,3074.07,519.12,3593.19,97.87,66.22,22847431.30,486565326730.00,75299672041.00,186609106120.00,1721028659000.00
157,1008,Kab. Indramayu,714158228708.00,1866847.00,2040.11,1224.27,3264.38,106.79,66.97,22409901.67,450063256102.00,146620018729.00,49056842981.00,1325416407000.00
158,1009,Kab. Karawang,712007917862.00,2336926.00,1652.20,561.42,2213.62,100.90,70.86,27985925.63,1356319882910.25,173214796796.00,56716400133.00,1239612869000.00
159,1010,Kab. Kuningan,718318338908.00,1179793.00,1110.56,0,1110.56,98.53,69.12,20790642.88,301403914672.00,25105690931.00,24442024686.00,1148735374000.00
160,1011,Kab. Majalengka,704391342236.00,1313222.00,1204.24,0,1204.24,99.66,67.52,18785195.51,439843264594.55,36222529240.00,26700451750.00,1148956857000.00
161,1012,Kab. Purwakarta,479861158642.00,954880.00,825.74,0,825.74,102.43,70.67,30112996.50,420353733502.00,56480232436.00,40047105413.00,825439607000.00
162,1013,Kab. Subang,742081473126.00,1580007.00,1893.95,306.93,2200.88,100.30,68.69,19949633.56,463310453324.00,85054693040.00,95692481746.00,1221080162000.00
163,1014,Kab. Sukabumi,761680312166.00,2589617.00,4145.70,883.12,5028.82,99.24,66.87,20720055.38,619788612705.81,73122858776.00,144235081613.00,1540373990000.00
164,1015,Kab. Sumedang,685639371388.00,1158444.00,1518.33,0,1518.33,101.49,71.46,24593030.35,463528449322.47,27339146922.00,39683654889.00,1093941300000.00
