,Kode Daerah,Daerah,Belanja Pegawai,Penduduk,Luas Daratan,Luas Lautan,Total Luas Wilayah,IKK,IPM,PDRB per kapita,PAD,DBH Pajak,DBH SDA,Alokasi DAU
529,3300,Provinsi Sulawesi Barat,328879089244.00,1563289.00,16787.18,19848.26,36635.44,89.48,65.73,26095192.69,345208054041.74,12719431401.00,112069778.00,1003041642000.00
530,3301,Kab. Majene,274654213714.00,174939.00,947.84,807.88,1755.72,86.42,66.59,26482823.90,65545400637.78,6922092491.00,706773345.00,502411016000.00
531,3302,Kab. Mamuju,274850084862.00,305260.00,4999.69,3296.66,8296.35,87.54,67.72,35989650.69,80120391427.47,10856734866.00,867041651.00,612150082000.00
532,3303,Kab. Polewali Mandar,384349125758.00,524922.00,1775.65,432.39,2208.04,82.60,63.74,23403820.64,173713736017.38,8070228322.00,742844900.00,686108375000.00
533,3304,Kab. Mamasa,260097184428.00,200248.00,3005.88,0,3005.88,102.34,65.32,13325759.97,31929447978.44,6564701024.00,730070745.00,505381552000.00
534,3305,Kab. Pasangkayu,194303085014.00,214223.00,3043.75,999.90,4043.65,92.82,67.27,34878709.39,44493904972.86,14305149051.00,761492403.00,468522463000.00
535,3306,Kab. Mamuju Tengah,108926044914.00,143697.00,3014.37,507.41,3521.78,86.51,65.10,19960934.49,32562615960.00,8854882523.00,759181447.00,344703248000.00
536,3400,Provinsi Kalimantan Utara,218514500230.00,663696.00,75467.70,7298.04,82765.74,109.90,71.15,95019511.46,655846206222.83,87466225869.00,161531406069.00,1114975109000.00
537,3401,Kab. Bulungan,216388548454.00,142967.00,13925.72,1951.13,15876.85,106.68,71.66,77354694.90,132587083681.32,83299969387.00,144662186107.00,541744074000.00
538,3402,Kab. Malinau,196061597452.00,81059.00,42620.70,0,42620.70,104.06,72.06,62861991.96,70361080273.30,32195858745.00,208768281736.00,806464007000.00
539,3403,Kab. Nunukan,225670090022.00,183494.00,13841.90,1035.92,14877.82,124.45,66.32,63741739.77,104841099340.75,61983781000.00,157528428949.00,519277375000.00
540,3404,Kota Tarakan,184836607156.00,231933.00,250.80,378.38,629.18,107.04,76.09,132798607.03,73230451032.82,143657549774.00,101127895743.00,436727861000.00
541,3405,Kab. Tana Tidung,84561224516.00,24243.00,4828.58,599.52,5428.10,108.42,67.79,159244138.79,20308596176.63,20141064298.00,142948638357.00,420931382000.00
