tahun,kdpemda,nmpemda,kdprov,nmprov,wilayah,disclaimer,special_row,1_a,1_r,1_p,11_a,11_r,11_p,11_611111_a,11_611111_r,11_611111_p,11_611112_a,11_611112_r,11_611112_p,11_611211_a,11_611211_r,11_611211_p,11_611212_a,11_611212_r,11_611212_p,11_611213_a,11_611213_r,11_611213_p,11_611214_a,11_611214_r,11_611214_p,11_611215_a,11_611215_r,11_611215_p,11_612111_a,11_612111_r,11_612111_p,11_612112_a,11_612112_r,11_612112_p,11_612113_a,11_612113_r,11_612113_p,11_612211_a,11_612211_r,11_612211_p,11_612212_a,11_612212_r,11_612212_p,11_612213_a,11_612213_r,11_612213_p,11_612311_a,11_612311_r,11_612311_p,11_612312_a,11_612312_r,11_612312_p,11_612411_a,11_612411_r,11_612411_p,11_612412_a,11_612412_r,11_612412_p,11_612413_a,11_612413_r,11_612413_p,11_612511_a,11_612511_r,11_612511_p,11_612512_a,11_612512_r,11_612512_p,11_612513_a,11_612513_r,11_612513_p,11_612611_a,11_612611_r,11_612611_p,11_613111_a,11_613111_r,11_613111_p,12_a,12_r,12_p,12_621111_a,12_621111_r,12_621111_p,13_a,13_r,13_p,13_631111_a,13_631111_r,13_631111_p,13_631211_a,13_631211_r,13_631211_p,13_631212_a,13_631212_r,13_631212_p,13_631311_a,13_631311_r,13_631311_p,13_631411_a,13_631411_r,13_631411_p,14_a,14_r,14_p,14_654111_a,14_654111_r,14_654111_p,14_654112_a,14_654112_r,14_654112_p,14_654211_a,14_654211_r,14_654211_p,14_654311_a,14_654311_r,14_654311_p,14_654711_a,14_654711_r,14_654711_p,14_654712_a,14_654712_r,14_654712_p,14_654721_a,14_654721_r,14_654721_p,14_654811_a,14_654811_r,14_654811_p,14_654814_a,14_654814_r,14_654814_p,14_654821_a,14_654821_r,14_654821_p,14_654911_a,14_654911_r,14_654911_p,14_654912_a,14_654912_r,14_654912_p,14_654921_a,14_654921_r,14_654921_p,14_655211_a,14_655211_r,14_655211_p,14_655311_a,14_655311_r,14_655311_p,14_655411_a,14_655411_r,14_655411_p,15_a,15_r,15_p,15_643111_a,15_643111_r,15_643111_p,16_a,16_r,16_p,16_641111_a,16_641111_r,16_641111_p,16_641211_a,16_641211_r,16_641211_p,16_641212_a,16_641212_r,16_641212_p,16_641311_a,16_641311_r,16_641311_p,16_641312_a,16_641312_r,16_641312_p,17_a,17_r,17_p,17_642111_a,17_642111_r,17_642111_p,2_a,2_r,2_p,21_a,21_r,21_p,21_662111_a,21_662111_r,21_662111_p
2020,4,Kab. Blora,11,Prov. Jateng,se-Kab. Blora,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1597511612462, 'realisasi': 1577805417140, 'persentase': '98,77 %'}}",1330440272462.00,1310734077140.00,98.52%,267071340000.00,267071340000.00,1.00,16647393856.00,16647393856.00,100.00%,1978285853.00,1978285853.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883338891000.00,871294279000.00,98.64%,883338891000.00,871294279000.00,98.64%,68401835000.00,61165169614.00,89.42%,46085539000.00,42882608814.00,93.05%,,,,,,,,,,,,,225264309201.00,225437559201.00,100.08%,163157740000.00,163157740000.00,100.00%,3349000000.00,3349000000.00,100.00%,902570000.00,1075820000.00,119.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47710729000.00,47710729000.00,100.00%,47710729000.00,47710729000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,267071340000.00,267071340000.00,100.00%,267071340000.00,267071340000.00,100.00%,267071340000.00,267071340000.00,100.00%
2020,2,Kab. Banyumas,11,Prov. Jateng,se-Kab. Banyumas,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 2300804190454, 'realisasi': 2281507531787, 'persentase': '99,16 %'}}",1922259007454.00,1902962348787.00,99.00%,378545183000.00,378545183000.00,1.00,31385844067.00,31385844067.00,100.00%,3729174002.00,3729174002.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317798068000.00,1306921916000.00,99.17%,1317798068000.00,1306921916000.00,99.17%,135066385000.00,127155429938.00,94.14%,96389921000.00,91704913877.00,95.14%,,,,,,,,,,,,,377584231977.00,377584231977.00,100.00%,270039688000.00,270039688000.00,100.00%,639090000.00,639090000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39577682000.00,39577682000.00,100.00%,39577682000.00,39577682000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,378545183000.00,378545183000.00,100.00%,378545183000.00,378545183000.00,100.00%,378545183000.00,378545183000.00,100.00%
2020,7,Kab. Cilacap,11,Prov. Jateng,se-Kab. Cilacap,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 2152236304939, 'realisasi': 2129101923686, 'persentase': '98,93 %'}}",1858342408939.00,1835208027686.00,98.76%,293893896000.00,293893896000.00,1.00,32505170675.00,32505170675.00,100.00%,2986098951.00,2986098951.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295279562000.00,1281940170000.00,98.97%,1295279562000.00,1281940170000.00,98.97%,88484457000.00,78604415067.00,88.83%,60623993000.00,53696901801.00,88.57%,,,,,,,,,,,,,346054989615.00,346726989615.00,100.19%,246974540000.00,246974540000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71923322000.00,71923322000.00,100.00%,71923322000.00,71923322000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,293893896000.00,293893896000.00,100.00%,293893896000.00,293893896000.00,100.00%,293893896000.00,293893896000.00,100.00%
2020,20,Kab. Purbalingga,11,Prov. Jateng,se-Kab. Purbalingga,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1442047568755, 'realisasi': 1428302370797, 'persentase': '99,05 %'}}",1196372364755.00,1182627166797.00,98.85%,245675204000.00,245675204000.00,1.00,14717336258.00,14717336258.00,100.00%,1960590677.00,1960590677.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847952218000.00,841051988000.00,99.19%,847952218000.00,841051988000.00,99.19%,70567845000.00,63818586976.00,90.44%,55457439000.00,53525561796.00,96.52%,,,,,,,,,,,,,214515881094.00,214977131094.00,100.22%,159160257000.00,159160257000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30678594000.00,30678594000.00,100.00%,30678594000.00,30678594000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,245675204000.00,245675204000.00,100.00%,245675204000.00,245675204000.00,100.00%,245675204000.00,245675204000.00,100.00%
2020,1,Kab. Banjarnegara,11,Prov. Jateng,se-Kab. Banjarnegara,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1554000539282, 'realisasi': 1533645968864, 'persentase': '98,69 %'}}",1288871942282.00,1268517371864.00,98.42%,265128597000.00,265128597000.00,1.00,16125588577.00,16125588577.00,100.00%,1827984506.00,1827984506.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914958948000.00,900564784000.00,98.43%,914958948000.00,900564784000.00,98.43%,69284295000.00,63858056300.00,92.17%,48884652000.00,45600764139.00,93.28%,,,,,,,,,,,,,243724183578.00,243724183578.00,100.00%,168750474000.00,168750474000.00,100.00%,2591554000.00,2591554000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26668112000.00,26668112000.00,100.00%,26668112000.00,26668112000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,265128597000.00,265128597000.00,100.00%,265128597000.00,265128597000.00,100.00%,265128597000.00,265128597000.00,100.00%
2020,16,Kab. Magelang,11,Prov. Jateng,se-Kab. Magelang,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1817389609351, 'realisasi': 1793559324209, 'persentase': '98,69 %'}}",1426345500351.00,1402515216227.00,98.33%,391044109000.00,391044107982.00,1.00,14911375955.00,14911375955.00,100.00%,2292536355.00,2292536355.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997304689000.00,987675947000.00,99.03%,997304689000.00,987675947000.00,99.03%,83676572000.00,70434721979.00,84.17%,48220798000.00,41436310295.00,85.93%,,,,,,,,,,,,,249166474128.00,249166474128.00,100.00%,177131308000.00,177131308000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59165462000.00,59165462000.00,100.00%,59165462000.00,59165462000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,391044109000.00,391044107982.00,100.00%,391044109000.00,391044107982.00,100.00%,391044109000.00,391044107982.00,100.00%
2020,27,Kab. Temanggung,11,Prov. Jateng,se-Kab. Temanggung,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1374997487873, 'realisasi': 1354038572050, 'persentase': '98,48 %'}}",1127115662873.00,1106156747050.00,98.14%,247881825000.00,247881825000.00,1.00,13581561590.00,13581561590.00,100.00%,3771934781.00,3771934781.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770269689000.00,762027309000.00,98.93%,770269689000.00,762027309000.00,98.93%,55578330000.00,45267446559.00,81.45%,39620675000.00,37588938737.00,94.87%,,,,,,,,,,,,,189642578666.00,189642578666.00,100.00%,128816209000.00,128816209000.00,100.00%,456008000.00,456008000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56311496000.00,56311496000.00,100.00%,56311496000.00,56311496000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,247881825000.00,247881825000.00,100.00%,247881825000.00,247881825000.00,100.00%,247881825000.00,247881825000.00,100.00%
2020,29,Kab. Wonosobo,11,Prov. Jateng,se-Kab. Wonosobo,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1405522671956, 'realisasi': 1387064947243, 'persentase': '98,69 %'}}",1188295820956.00,1169838096243.00,98.45%,217226851000.00,217226851000.00,1.00,12963691859.00,12963691859.00,100.00%,1900670955.00,1900670955.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810365559000.00,799113605000.00,98.61%,810365559000.00,799113605000.00,98.61%,83843121000.00,77123600729.00,91.99%,37587816000.00,36416774299.00,96.88%,,,,,,,,,,,,,211337402278.00,211847902278.00,100.24%,148043162000.00,148043162000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45074667000.00,45074667000.00,100.00%,45074667000.00,45074667000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,217226851000.00,217226851000.00,100.00%,217226851000.00,217226851000.00,100.00%,217226851000.00,217226851000.00,100.00%
2020,21,Kab. Purworejo,11,Prov. Jateng,se-Kab. Purworejo,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1666787927923, 'realisasi': 1658604997509, 'persentase': '99,51 %'}}",1302794702923.00,1294611772509.00,99.37%,363993225000.00,363993225000.00,1.00,15028024947.00,15028024947.00,100.00%,2248164002.00,2248164002.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934828751000.00,930205439000.00,99.51%,934828751000.00,930205439000.00,99.51%,46721029000.00,43779898474.00,93.70%,36761007000.00,35336986945.00,96.13%,,,,,,,,,,,,,226149085679.00,226149085679.00,100.00%,162172817000.00,162172817000.00,100.00%,1997662000.00,1997662000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62978422000.00,62978422000.00,100.00%,62978422000.00,62978422000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,363993225000.00,363993225000.00,100.00%,363993225000.00,363993225000.00,100.00%,363993225000.00,363993225000.00,100.00%
2020,12,Kab. Kebumen,11,Prov. Jateng,se-Kab. Kebumen,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 2098223313278, 'realisasi': 2080134428860, 'persentase': '99,14 %'}}",1693197444278.00,1675108559860.00,98.93%,405025869000.00,405025869000.00,1.00,17386450276.00,17386450276.00,100.00%,2765944872.00,2765944872.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206245637000.00,1197504293000.00,99.28%,1206245637000.00,1197504293000.00,99.28%,72338364000.00,62784147975.00,86.79%,46657210000.00,42774222891.00,91.68%,,,,,,,,,,,,,333442640615.00,334212640615.00,100.23%,240449405000.00,240449405000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45243665000.00,45243665000.00,100.00%,45243665000.00,45243665000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,405025869000.00,405025869000.00,100.00%,405025869000.00,405025869000.00,100.00%,405025869000.00,405025869000.00,100.00%
2020,14,Kab. Klaten,11,Prov. Jateng,se-Kab. Klaten,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1980922335930, 'realisasi': 1963526726327, 'persentase': '99,12 %'}}",1600075734930.00,1582680125827.00,98.91%,380846601000.00,380846600500.00,1.00,17395134306.00,17395134306.00,100.00%,4253237407.00,4253237407.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175695180000.00,1167212792000.00,99.28%,1175695180000.00,1167212792000.00,99.28%,40678930000.00,31595623254.00,77.67%,21858146000.00,20314475750.00,92.94%,,,,,,,,,,,,,283167087679.00,284501787679.00,100.47%,206036791000.00,206036791000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57067155000.00,57067155000.00,100.00%,57067155000.00,57067155000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,380846601000.00,380846600500.00,100.00%,380846601000.00,380846600500.00,100.00%,380846601000.00,380846600500.00,100.00%
2020,5,Kab. Boyolali,11,Prov. Jateng,se-Kab. Boyolali,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1701498941031, 'realisasi': 1681566392823, 'persentase': '98,83 %'}}",1484517483031.00,1464584934823.00,98.66%,216981458000.00,216981458000.00,1.00,15448502866.00,15448502866.00,100.00%,2213297362.00,2213297362.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966489944000.00,956428556000.00,98.96%,966489944000.00,956428556000.00,98.96%,131001314000.00,122608327518.00,93.59%,98756076000.00,95540040417.00,96.74%,,,,,,,,,,,,,235195380088.00,235195380088.00,100.00%,174898378000.00,174898378000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106878179000.00,106878179000.00,100.00%,106878179000.00,106878179000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,216981458000.00,216981458000.00,100.00%,216981458000.00,216981458000.00,100.00%,216981458000.00,216981458000.00,100.00%
2020,24,Kab. Sragen,11,Prov. Jateng,se-Kab. Sragen,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1588573187263, 'realisasi': 1569302134455, 'persentase': '98,79 %'}}",1417470058263.00,1398199005455.00,98.64%,171103129000.00,171103129000.00,1.00,15102997922.00,15102997922.00,100.00%,2110991395.00,2110991395.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006988298000.00,991204614000.00,98.43%,1006988298000.00,991204614000.00,98.43%,97779040000.00,94007043548.00,96.14%,84739044000.00,81471794113.00,96.14%,,,,,,,,,,,,,236293546429.00,237120546429.00,100.35%,167289325000.00,167289325000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45170016000.00,45170016000.00,100.00%,45170016000.00,45170016000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,171103129000.00,171103129000.00,100.00%,171103129000.00,171103129000.00,100.00%,171103129000.00,171103129000.00,100.00%
2020,25,Kab. Sukoharjo,11,Prov. Jateng,se-Kab. Sukoharjo,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1380355913916, 'realisasi': 1362088492952, 'persentase': '98,68 %'}}",1235314476916.00,1217114973352.00,98.53%,145041437000.00,144973519600.00,1.00,24045080948.00,24045080948.00,100.00%,3170759867.00,3170759867.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867256150000.00,859146406000.00,99.06%,867256150000.00,859146406000.00,99.06%,72123217000.00,61718758043.00,85.57%,63207122000.00,54793250253.00,86.69%,,,,,,,,,,,,,203132495505.00,203990495505.00,100.42%,162514177000.00,162514177000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52189671000.00,52189671000.00,100.00%,52189671000.00,52189671000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,145041437000.00,144973519600.00,99.95%,145041437000.00,144973519600.00,99.95%,145041437000.00,144973519600.00,99.95%
2020,11,Kab. Karanganyar,11,Prov. Jateng,se-Kab. Karanganyar,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1515915181608, 'realisasi': 1501397558684, 'persentase': '99,04 %'}}",1349774725608.00,1335267102683.00,98.93%,166140456000.00,166130456001.00,1.00,18774788267.00,18774788267.00,100.00%,2303892870.00,2303892870.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924285617000.00,917524339000.00,99.27%,924285617000.00,917524339000.00,99.27%,51246212000.00,44573076032.00,86.98%,37644906000.00,35501594207.00,94.31%,,,,,,,,,,,,,249262750455.00,249262750455.00,100.00%,190853017000.00,190853017000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83272655000.00,83272655000.00,100.00%,83272655000.00,83272655000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,166140456000.00,166130456001.00,99.99%,166140456000.00,166130456001.00,99.99%,166140456000.00,166130456001.00,99.99%
2020,28,Kab. Wonogiri,11,Prov. Jateng,se-Kab. Wonogiri,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1735732615837, 'realisasi': 1722336538336, 'persentase': '99,23 %'}}",1511051258837.00,1497686578836.00,99.12%,224681357000.00,224649959500.00,1.00,14774114025.00,14774114025.00,100.00%,1798580729.00,1798580729.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084170043000.00,1074092865000.00,99.07%,1084170043000.00,1074092865000.00,99.07%,67976230000.00,65152097603.00,95.85%,54099990000.00,52422851030.00,96.90%,,,,,,,,,,,,,287579446000.00,287791946000.00,100.07%,214611340000.00,214611340000.00,100.00%,723631000.00,723631000.00,100.00%,170688000.00,383188000.00,224.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38503148000.00,38503148000.00,100.00%,38503148000.00,38503148000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,224681357000.00,224649959500.00,99.99%,224681357000.00,224649959500.00,99.99%,224681357000.00,224649959500.00,99.99%
2020,33,Kota Semarang,11,Prov. Jateng,se-Kota Semarang,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1810263365197, 'realisasi': 1792385192483, 'persentase': '99,01 %'}}",1810263365197.00,1792385192483.00,99.01%,164464512530.00,163772789654.00,1.00,124612841093.00,124612841093.00,100.00%,22226588898.00,22226588898.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194313031000.00,1183614821000.00,99.10%,1194313031000.00,1183614821000.00,99.10%,90328790000.00,84623543225.00,93.68%,69182344000.00,68402229299.00,98.87%,,,,,,,,,,,,,246185642667.00,245402649604.00,99.68%,165258886000.00,165258886000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114971389000.00,114971389000.00,100.00%,114971389000.00,114971389000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,164464512530.00,163772789654.00,99.58%,,,
2020,32,Kota Salatiga,11,Prov. Jateng,se-Kota Salatiga,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 598201311159, 'realisasi': 592117985228, 'persentase': '98,98 %'}}",598201311159.00,592117985228.00,98.98%,27327069341.00,26807289460.00,0.98,13125448539.00,13125448539.00,100.00%,2540124252.00,2540124252.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427568712000.00,425080208000.00,99.42%,427568712000.00,425080208000.00,99.42%,19703049000.00,16628006950.00,84.39%,16431115000.00,14504218950.00,88.27%,,,,,,,,,,,,,55506439818.00,55506439818.00,100.00%,38314618000.00,38314618000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68096041000.00,68096041000.00,100.00%,68096041000.00,68096041000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,27327069341.00,26807289460.00,98.10%,,,
2020,31,Kota Pekalongan,11,Prov. Jateng,se-Kota Pekalongan,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 638698990088, 'realisasi': 627081340905, 'persentase': '98,18 %'}}",638698990088.00,627081340905.00,98.18%,29761577179.00,29212002278.00,0.98,14598637801.00,14598637801.00,100.00%,2932594686.00,2932594686.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436146579000.00,433354907000.00,99.36%,436146579000.00,433354907000.00,99.36%,37918952000.00,29388599718.00,77.50%,31247353000.00,24955752200.00,79.87%,,,,,,,,,,,,,76515968909.00,76769918909.00,100.33%,47709286000.00,47709286000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58355913000.00,58355913000.00,100.00%,58355913000.00,58355913000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,29761577179.00,29212002278.00,98.15%,,,
2020,35,Kota Tegal,11,Prov. Jateng,se-Kota Tegal,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 658596835451, 'realisasi': 649798602814, 'persentase': '98,66 %'}}",658596835451.00,649798602814.00,98.66%,30654241688.00,30152029864.00,0.98,16021528392.00,16021528392.00,100.00%,3076949732.00,3076949732.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462030024000.00,458758336000.00,99.29%,462030024000.00,458758336000.00,99.29%,71739403000.00,66435320187.00,92.61%,65114975000.00,61720582425.00,94.79%,,,,,,,,,,,,,69355610763.00,69635360763.00,100.40%,50846523000.00,50846523000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24817556000.00,24817556000.00,100.00%,24817556000.00,24817556000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,30654241688.00,30152029864.00,98.36%,,,
2020,30,Kota Magelang,11,Prov. Jateng,se-Kota Magelang,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 589461327025, 'realisasi': 584702126696, 'persentase': '99,19 %'}}",589461327025.00,584702126696.00,99.19%,29026066485.00,28517903050.00,0.98,14925564307.00,14925564307.00,100.00%,2677359365.00,2677359365.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418992998000.00,416722396000.00,99.46%,418992998000.00,416722396000.00,99.46%,28540562000.00,26560127106.00,93.06%,27176989000.00,25215008124.00,92.78%,,,,,,,,,,,,,55477716540.00,55477716540.00,100.00%,32086885000.00,32086885000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57423984000.00,57423984000.00,100.00%,57423984000.00,57423984000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,29026066485.00,28517903050.00,98.25%,,,
2020,34,Kota Surakarta,11,Prov. Jateng,se-Kota Surakarta,Realisasi Berdasarkan SP2D,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1116864745102, 'realisasi': 1110641946008, 'persentase': '99,44 %'}}",1116864745102.00,1110641946008.00,99.44%,61131828699.00,60584664867.00,0.99,32188479992.00,32188479992.00,100.00%,16411233573.00,16411233573.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799696465000.00,794665771000.00,99.37%,799696465000.00,794665771000.00,99.37%,40576968000.00,39546926738.00,97.46%,35671276000.00,34964139630.00,98.02%,,,,,,,,,,,,,153598810403.00,153983910403.00,100.25%,108151232000.00,108151232000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61860673000.00,61860673000.00,100.00%,61860673000.00,61860673000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,61131828699.00,60584664867.00,99.10%,,,
