tahun,kdpemda,nmpemda,kdprov,nmprov,wilayah,disclaimer,special_row,1_a,1_r,1_p,11_a,11_r,11_p,11_611111_a,11_611111_r,11_611111_p,11_611112_a,11_611112_r,11_611112_p,11_611211_a,11_611211_r,11_611211_p,11_611212_a,11_611212_r,11_611212_p,11_611213_a,11_611213_r,11_611213_p,11_611214_a,11_611214_r,11_611214_p,11_611215_a,11_611215_r,11_611215_p,11_612111_a,11_612111_r,11_612111_p,11_612112_a,11_612112_r,11_612112_p,11_612113_a,11_612113_r,11_612113_p,11_612211_a,11_612211_r,11_612211_p,11_612212_a,11_612212_r,11_612212_p,11_612213_a,11_612213_r,11_612213_p,11_612311_a,11_612311_r,11_612311_p,11_612312_a,11_612312_r,11_612312_p,11_612411_a,11_612411_r,11_612411_p,11_612412_a,11_612412_r,11_612412_p,11_612413_a,11_612413_r,11_612413_p,11_612511_a,11_612511_r,11_612511_p,11_612512_a,11_612512_r,11_612512_p,11_612513_a,11_612513_r,11_612513_p,11_612611_a,11_612611_r,11_612611_p,11_613111_a,11_613111_r,11_613111_p,12_a,12_r,12_p,12_621111_a,12_621111_r,12_621111_p,13_a,13_r,13_p,13_631111_a,13_631111_r,13_631111_p,13_631211_a,13_631211_r,13_631211_p,13_631212_a,13_631212_r,13_631212_p,13_631311_a,13_631311_r,13_631311_p,13_631411_a,13_631411_r,13_631411_p,14_a,14_r,14_p,14_654111_a,14_654111_r,14_654111_p,14_654112_a,14_654112_r,14_654112_p,14_654211_a,14_654211_r,14_654211_p,14_654311_a,14_654311_r,14_654311_p,14_654711_a,14_654711_r,14_654711_p,14_654712_a,14_654712_r,14_654712_p,14_654721_a,14_654721_r,14_654721_p,14_654811_a,14_654811_r,14_654811_p,14_654814_a,14_654814_r,14_654814_p,14_654821_a,14_654821_r,14_654821_p,14_654911_a,14_654911_r,14_654911_p,14_654912_a,14_654912_r,14_654912_p,14_654921_a,14_654921_r,14_654921_p,14_655211_a,14_655211_r,14_655211_p,14_655311_a,14_655311_r,14_655311_p,14_655411_a,14_655411_r,14_655411_p,15_a,15_r,15_p,15_643111_a,15_643111_r,15_643111_p,16_a,16_r,16_p,16_641111_a,16_641111_r,16_641111_p,16_641211_a,16_641211_r,16_641211_p,16_641212_a,16_641212_r,16_641212_p,16_641311_a,16_641311_r,16_641311_p,16_641312_a,16_641312_r,16_641312_p,17_a,17_r,17_p,17_642111_a,17_642111_r,17_642111_p,2_a,2_r,2_p,21_a,21_r,21_p,21_662111_a,21_662111_r,21_662111_p
2018,5,Kab. Mimika,26,Prov. Papua,se-Kab. Mimika,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1966449155000, 'realisasi': 2529325457547, 'persentase': '128,62 %'}}",1966449155000.00,2407404736747.00,122.42%,0.00,121920720800.00,-,174211211000.00,129820491269.00,74.52%,689284000.00,1253109400.00,181.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610285895000.00,610285895000.00,100.00%,610285895000.00,610285895000.00,100.00%,230019114000.00,218036709943.00,94.79%,67475054000.00,66161058992.00,98.05%,,,,,,,,,,,,,47841903000.00,44648245943.00,93.32%,17681052000.00,17681052000.00,100.00%,3314096000.00,994229000.00,30.00%,1917000000.00,1054350000.00,55.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,121920720800.00,-,0.00,121920720800.00,-,,121920720800.00,-
2018,17,Kab. Mappi,26,Prov. Papua,se-Kab. Mappi,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 995557926000, 'realisasi': 1136139980514, 'persentase': '114,12 %'}}",995557926000.00,1000874875514.00,100.53%,0.00,135265105000.00,-,5012171000.00,3275551139.00,65.35%,103300000.00,83243664.00,80.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781328280000.00,781328280000.00,100.00%,781328280000.00,781328280000.00,100.00%,136126365000.00,132575117367.00,97.39%,36128817000.00,35694307484.00,98.80%,,,,,,,,,,,,,34166917000.00,29829822554.00,87.31%,7331227000.00,5863596854.00,79.98%,3874720000.00,3874720000.00,100.00%,1029000000.00,565950000.00,55.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,135265105000.00,-,0.00,135265105000.00,-,,135265105000.00,-
2018,18,Kab. Asmat,26,Prov. Papua,se-Kab. Asmat,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1094167439000, 'realisasi': 1265247355831, 'persentase': '115,64 %'}}",1094167439000.00,1080644297831.00,98.76%,0.00,184603058000.00,-,5606010000.00,3369813913.00,60.11%,112433000.00,73634640.00,65.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895264341000.00,895264341000.00,100.00%,895264341000.00,895264341000.00,100.00%,103931904000.00,84751723700.00,81.55%,24480870000.00,24331067800.00,99.39%,,,,,,,,,,,,,34709557000.00,27489575503.00,79.20%,6104824000.00,5037259230.00,82.51%,7533088000.00,7533088000.00,100.00%,993000000.00,775500000.00,78.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000000.00,16000000000.00,100.00%,16000000000.00,16000000000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,0.00,184603058000.00,-,0.00,184603058000.00,-,,184603058000.00,-
2018,16,Kab. Boven Digoel,26,Prov. Papua,se-Kab. Boven Digoel,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1038479836000, 'realisasi': 1152376093146, 'persentase': '110,97 %'}}",1038479836000.00,1044450398152.00,100.57%,0.00,107925694994.00,-,5122380000.00,3360697600.00,65.61%,104199000.00,82936060.00,79.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831711325000.00,831711325000.00,100.00%,831711325000.00,831711325000.00,100.00%,124704422000.00,121960922700.00,97.80%,12498615000.00,12301103700.00,98.42%,,,,,,,,,,,,,32858337000.00,26751437400.00,81.41%,4191600000.00,2305380000.00,55.00%,4297964000.00,3350820300.00,77.96%,987000000.00,1382550000.00,140.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,107925694994.00,-,0.00,107925694994.00,-,,107925694994.00,-
2018,11,Kab. Sarmi,26,Prov. Papua,se-Kab. Sarmi,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 890659373000, 'realisasi': 965580907207, 'persentase': '108,41 %'}}",890659373000.00,881714896207.00,99.00%,0.00,83866011000.00,-,4954177000.00,3320708838.00,67.03%,111201000.00,82154540.00,73.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711725614000.00,711725614000.00,100.00%,711725614000.00,711725614000.00,100.00%,98573712000.00,81719504650.00,82.90%,34391969000.00,33695314650.00,97.97%,,,,,,,,,,,,,28536528000.00,24644474750.00,86.36%,8056717000.00,4587368150.00,56.94%,3434046000.00,3373441600.00,98.24%,513000000.00,153900000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,83866011000.00,-,0.00,83866011000.00,-,,83866011000.00,-
2018,12,Kab. Keerom,26,Prov. Papua,se-Kab. Keerom,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 788556932000, 'realisasi': 868380053187, 'persentase': '110,12 %'}}",788556932000.00,783276972187.00,99.33%,0.00,85103081000.00,-,4968047000.00,3446725581.00,69.38%,101910000.00,96937176.00,95.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545712219000.00,545712219000.00,100.00%,545712219000.00,545712219000.00,100.00%,148809896000.00,133509363030.00,89.72%,43099519000.00,41727900504.00,96.82%,,,,,,,,,,,,,43435604000.00,39449984597.00,90.82%,18117559000.00,16736524630.00,92.38%,4632715000.00,4352085000.00,93.94%,471000000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,85103081000.00,-,0.00,85103081000.00,-,,85103081000.00,-
2018,15,Kab. Tolikara,26,Prov. Papua,se-Kab. Tolikara,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1016295290000, 'realisasi': 1387621657048, 'persentase': '136,54 %'}}",1016295290000.00,1022186049048.00,100.58%,0.00,365435608000.00,-,4460319000.00,3033899992.00,68.02%,101910000.00,67016382.00,65.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734503655000.00,734503655000.00,100.00%,734503655000.00,734503655000.00,100.00%,199645653000.00,197398840965.00,98.87%,45334022000.00,44862086529.00,98.96%,,,,,,,,,,,,,40226935000.00,35034380000.00,87.09%,789505000.00,434227000.00,55.00%,3236021000.00,3236021000.00,100.00%,633000000.00,544500000.00,86.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,365435608000.00,-,0.00,365435608000.00,-,,365435608000.00,-
2018,14,Kab. Pegunungan Bintang,26,Prov. Papua,se-Kab. Pegunungan Bintang,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1167212488000, 'realisasi': 1389211256227, 'persentase': '119,02 %'}}",1167212488000.00,1170192599227.00,100.26%,0.00,219018657000.00,-,4898189000.00,3256610600.00,66.49%,106926000.00,67290151.00,62.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851061519000.00,851061519000.00,100.00%,851061519000.00,851061519000.00,100.00%,226505689000.00,220276442855.00,97.25%,27425141000.00,26351407855.00,96.08%,,,,,,,,,,,,,42973670000.00,40135615140.00,93.40%,5526235000.00,4909576140.00,88.84%,4127824000.00,4127824000.00,100.00%,321000000.00,321000000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,219018657000.00,-,0.00,219018657000.00,-,,219018657000.00,-
2018,19,Kab. Waropen,26,Prov. Papua,se-Kab. Waropen,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 724248528000, 'realisasi': 813315785947, 'persentase': '112,30 %'}}",724248528000.00,729365722947.00,100.71%,0.00,83950063000.00,-,4324117000.00,2998910818.00,69.35%,101910000.00,67938966.00,66.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562528293000.00,562528293000.00,100.00%,562528293000.00,562528293000.00,100.00%,91808135000.00,81302262740.00,88.56%,18973031000.00,18826501800.00,99.23%,,,,,,,,,,,,,23924780000.00,22790644550.00,95.26%,6168376000.00,5085800550.00,82.45%,2733808000.00,2733808000.00,100.00%,444000000.00,444000000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,83950063000.00,-,0.00,83950063000.00,-,,83950063000.00,-
2018,13,Kab. Yahukimo,26,Prov. Papua,se-Kab. Yahukimo,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1079120355000, 'realisasi': 1445073895056, 'persentase': '133,91 %'}}",1079120355000.00,1087120863056.00,100.74%,0.00,357953032000.00,-,4064624000.00,3171420874.00,78.02%,101910000.00,69206479.00,67.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748276221000.00,748276221000.00,100.00%,748276221000.00,748276221000.00,100.00%,236559918000.00,233104926135.00,98.54%,29942054000.00,29747506646.00,99.35%,,,,,,,,,,,,,47588196000.00,46225457000.00,97.14%,1895342000.00,568603000.00,30.00%,3724681000.00,3724681000.00,100.00%,893250000.00,893250000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,357953032000.00,-,0.00,357953032000.00,-,,357953032000.00,-
2018,--,Semua pemda,26,Prov. Papua,se-Prov. Papua,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 40396366849000, 'realisasi': 44992816929250, 'persentase': '111,38 %'}}",40396366849000.00,40739837252506.00,100.85%,0.00,4252979676744.00,-,626097517000.00,432282017696.00,69.04%,15852625000.00,10518959621.00,66.35%,62865882000.00,74237460776.00,118.09%,251463526000.00,300148853755.00,119.36%,2688112000.00,3220571661.00,119.81%,8025219000.00,9657786072.00,120.34%,98959513000.00,93822481130.00,94.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22451726641000.00,22451726641000.00,100.00%,22451726641000.00,22451726641000.00,100.00%,4886899676000.00,4399189936403.00,90.02%,1148668004000.00,1104682180786.00,96.17%,,,,,,,,,,,,,1804490947000.00,1654184710004.00,91.67%,385123859000.00,331437246932.00,86.06%,108938513000.00,96823372810.00,88.88%,28419620000.00,27923913978.00,98.26%,639189400000.00,607374994000.00,95.02%,446310377000.00,404225579998.00,90.57%,125440620000.00,123355448550.00,98.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84750000000.00,76500000000.00,90.27%,84750000000.00,76500000000.00,90.27%,8020854115000.00,8020854115000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,0.00,4252979676744.00,-,0.00,4252979676744.00,-,,4252979676744.00,-
2018,7,Kota Serang,28,Prov. Banten,se-Kota Serang,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 868988121000, 'realisasi': 855909344041, 'persentase': '98,49 %'}}",868988121000.00,855909344041.00,98.49%,79569422000.00,72332263569.00,0.91,68690931000.00,63100277500.00,91.86%,3857032000.00,2827889293.00,73.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636602678000.00,636602678000.00,100.00%,636602678000.00,636602678000.00,100.00%,29071616000.00,26626702999.00,91.59%,28134253000.00,25748622999.00,91.52%,,,,,,,,,,,,,123744405000.00,120347699473.00,97.26%,100857689000.00,98477684670.00,97.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79569422000.00,72332263569.00,90.90%,,,
2018,8,Kota Tangerang Selatan,28,Prov. Banten,se-Kota Tangerang Selatan,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 944630944000, 'realisasi': 924902052239, 'persentase': '97,91 %'}}",944630944000.00,924902052239.00,97.91%,184291149000.00,176107104689.00,0.96,158558105000.00,153965728994.00,97.10%,17535646000.00,14671271291.00,83.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572637313000.00,572637313000.00,100.00%,572637313000.00,572637313000.00,100.00%,17404546000.00,13314293162.00,76.50%,17404546000.00,13314293162.00,76.50%,,,,,,,,,,,,,135297936000.00,127843341388.00,94.49%,96712542000.00,95362417790.00,98.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000000.00,35000000000.00,100.00%,35000000000.00,35000000000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,184291149000.00,176107104689.00,95.56%,,,
2018,5,Kota Cilegon,28,Prov. Banten,se-Kota Cilegon,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 852265831000, 'realisasi': 842457394909, 'persentase': '98,85 %'}}",852265831000.00,842457394909.00,98.85%,125589628000.00,119946085673.00,0.96,112390297000.00,107063124556.00,95.26%,6461766000.00,6700651470.00,103.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598515134000.00,598515134000.00,100.00%,598515134000.00,598515134000.00,100.00%,35065766000.00,32413013220.00,92.43%,30482265000.00,28651305520.00,93.99%,,,,,,,,,,,,,93095303000.00,91583162016.00,98.38%,77630341000.00,77033304279.00,99.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125589628000.00,119946085673.00,95.51%,,,
2018,3,Kab. Serang,28,Prov. Banten,se-Kab. Serang,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1622661448000, 'realisasi': 1808336066029, 'persentase': '111,44 %'}}",1622661448000.00,1581401981229.00,97.46%,0.00,226934084800.00,-,74807490000.00,67125027878.00,89.73%,4476174000.00,2697856520.00,60.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078411345000.00,1078411345000.00,100.00%,1078411345000.00,1078411345000.00,100.00%,154106788000.00,143944233052.00,93.41%,39780558000.00,37525178372.00,94.33%,,,,,,,,,,,,,264131967000.00,243745786608.00,92.28%,202748419000.00,200531920445.00,98.91%,8326664000.00,None,0.00%,2403000000.00,1321650000.00,55.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34750000000.00,34750000000.00,100.00%,34750000000.00,34750000000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,0.00,226934084800.00,-,0.00,226934084800.00,-,,226934084800.00,-
2018,2,Kab. Pandeglang,28,Prov. Banten,se-Kab. Pandeglang,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1670685719000, 'realisasi': 1853505603686, 'persentase': '110,94 %'}}",1670685719000.00,1622320397686.00,97.11%,0.00,231185206000.00,-,50825537000.00,45456346258.00,89.44%,3378128000.00,2396738345.00,70.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172374842000.00,1172374842000.00,100.00%,1172374842000.00,1172374842000.00,100.00%,89226916000.00,85432949034.00,95.75%,47456225000.00,46683856378.00,98.37%,,,,,,,,,,,,,337146442000.00,300193938309.00,89.04%,259239827000.00,249457595309.00,96.23%,19734959000.00,None,0.00%,2163000000.00,1506825000.00,69.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,231185206000.00,-,0.00,231185206000.00,-,,231185206000.00,-
2018,1,Kab. Lebak,28,Prov. Banten,se-Kab. Lebak,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1601564690000, 'realisasi': 1804177475166, 'persentase': '112,65 %'}}",1601564690000.00,1564799050766.00,97.70%,0.00,239378424400.00,-,49773916000.00,44581764551.00,89.57%,3600510000.00,2482052532.00,68.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086661291000.00,1086661291000.00,100.00%,1086661291000.00,1086661291000.00,100.00%,96930961000.00,92377063515.00,95.30%,52676879000.00,48919974972.00,92.87%,,,,,,,,,,,,,324177444000.00,295375042129.00,91.12%,244950637000.00,226401322304.00,92.43%,18052480000.00,17743734480.00,98.29%,2517000000.00,755100000.00,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25750000000.00,25750000000.00,100.00%,25750000000.00,25750000000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,0.00,239378424400.00,-,0.00,239378424400.00,-,,239378424400.00,-
2018,4,Kab. Tangerang,28,Prov. Banten,se-Kab. Tangerang,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1820361981000, 'realisasi': 2010542159493, 'persentase': '110,45 %'}}",1820361981000.00,1769651255277.00,97.21%,0.00,240890904216.00,-,183471943000.00,180643104264.00,98.46%,15813810000.00,9302358485.00,58.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178485856000.00,1178485856000.00,100.00%,1178485856000.00,1178485856000.00,100.00%,90965747000.00,79685356193.00,87.60%,59599609000.00,55178797894.00,92.58%,,,,,,,,,,,,,322015147000.00,301775428378.00,93.71%,234113662000.00,234113662000.00,100.00%,4642940000.00,None,0.00%,2478000000.00,None,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17500000000.00,8750000000.00,50.00%,17500000000.00,8750000000.00,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,0.00,240890904216.00,-,0.00,240890904216.00,-,,240890904216.00,-
2018,6,Kota Tangerang,28,Prov. Banten,se-Kota Tangerang,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 1426098774000, 'realisasi': 1376676525655, 'persentase': '96,53 %'}}",1426098774000.00,1376676525655.00,96.53%,297105600000.00,261975708160.00,0.88,268873017000.00,241677548271.00,89.89%,18597795000.00,11524782498.00,61.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866113340000.00,866113340000.00,100.00%,866113340000.00,866113340000.00,100.00%,11540751000.00,11078525240.00,95.99%,11540751000.00,11078525240.00,95.99%,,,,,,,,,,,,,216339083000.00,202508952255.00,93.61%,171438974000.00,165100697158.00,96.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000000.00,35000000000.00,100.00%,35000000000.00,35000000000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,297105600000.00,261975708160.00,88.18%,,,
2018,0,Prov. Banten,28,Prov. Banten,se-Prov. Banten,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 4176077922000, 'realisasi': 3993179484611, 'persentase': '95,62 %'}}",4176077922000.00,3993179484611.00,95.62%,707384582000.00,650605096612.00,0.92,644927491000.00,602408614848.00,93.41%,49147241000.00,35069066957.00,71.36%,9445583000.00,9415171414.00,99.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072903468000.00,1072903468000.00,100.00%,1072903468000.00,1072903468000.00,100.00%,104875694000.00,91165107790.00,86.93%,24797582000.00,23043161787.00,92.93%,,,,,,,,,,,,,2290914178000.00,2178505812209.00,95.09%,205551170000.00,205551170000.00,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707384582000.00,650605096612.00,91.97%,,,
2018,--,Semua pemda,28,Prov. Banten,se-Prov. Banten,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 14983335430000, 'realisasi': 15469686105829, 'persentase': '103,25 %'}}",14983335430000.00,14531297486413.00,96.98%,0.00,938388619416.00,-,1612318727000.00,1506021537120.00,93.41%,122868102000.00,87672667391.00,71.36%,9445583000.00,9415171414.00,99.68%,37782334000.00,38245878505.00,101.23%,327905000.00,333375080.00,101.67%,1311616000.00,1356257669.00,103.40%,27299176000.00,25882063760.00,94.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8262705267000.00,8262705267000.00,100.00%,8262705267000.00,8262705267000.00,100.00%,629188785000.00,576037244205.00,91.55%,311872668000.00,290143716324.00,93.03%,,,,,,,,,,,,,4106861905000.00,3861879162765.00,94.03%,1593243261000.00,1552029773955.00,97.41%,50757043000.00,17743734480.00,34.96%,14793000000.00,6939987500.00,46.91%,2080962000000.00,1969216921725.00,94.63%,197460164000.00,155624101980.00,78.81%,37229660000.00,35220141545.00,94.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148000000000.00,139250000000.00,94.09%,148000000000.00,139250000000.00,94.09%,,,,,,,,,,,,,,,,,,,,,,,,,0.00,938388619416.00,-,0.00,938388619416.00,-,,938388619416.00,-
2018,2,Kab. Belitung,29,Prov. Babel,se-Kab. Belitung,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 689082921000, 'realisasi': 728074146160, 'persentase': '105,66 %'}}",689082921000.00,689269042160.00,100.03%,0.00,38805104000.00,-,5751737000.00,4929424906.00,85.70%,1282174000.00,1015911652.00,79.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480560681000.00,480560681000.00,100.00%,480560681000.00,480560681000.00,100.00%,91035716000.00,83306889820.00,91.51%,22640891000.00,21814296098.00,96.35%,,,,,,,,,,,,,57200268000.00,53162278108.00,92.94%,42120629000.00,39998772420.00,94.96%,634822000.00,634822000.00,100.00%,945000000.00,519750000.00,55.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,38805104000.00,-,0.00,38805104000.00,-,,38805104000.00,-
2018,1,Kab. Bangka,29,Prov. Babel,se-Kab. Bangka,Data bulan desember,"{'text': 'Transfer ke daerah dan Dana Desa', 'total': {'anggaran': 807211094000, 'realisasi': 848351439330, 'persentase': '105,10 %'}}",807211094000.00,796632450432.00,98.69%,0.00,51718988898.00,-,7290823000.00,6810461754.00,93.41%,1242679000.00,853840314.00,68.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529693057000.00,529693057000.00,100.00%,529693057000.00,529693057000.00,100.00%,83124568000.00,74322428132.00,89.41%,71092141000.00,67917705132.00,95.53%,,,,,,,,,,,,,75854596000.00,72389415656.00,95.43%,55069037000.00,54053860360.00,98.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500000000.00,8250000000.00,50.00%,16500000000.00,8250000000.00,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,0.00,51718988898.00,-,0.00,51718988898.00,-,,51718988898.00,-
